Fecha,CO (mg/m3),NO (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM25 (ug/m3),SO2 (ug/m3),Provincia,Estación,Latitud,Longitud
12/24/2020,,3,13,42,6,,,Palencia,Renault4,41.96138889,-4.494444444
12/24/2020,0.3,2,5,52,8,,4,Segovia,Segovia 2,40.95583333,-4.110555556
12/24/2020,,20,30,,9,6,6,Valladolid,La rubia II,41.63,-4.740555556
12/24/2020,,1,5,45,8,,10,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/24/2020,,7,19,34,,,,Valladolid,Michelin1,41.66638889,-4.715
12/24/2020,,3,13,40,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/24/2020,,9,23,37,12,7,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/24/2020,0.2,21,32,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
12/24/2020,,24,32,33,13,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/24/2020,0.4,5,13,43,6,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/24/2020,,3,5,58,1,3,7,Burgos,Burgos4,42.33472222,-3.637222222
12/24/2020,,4,18,42,6,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/24/2020,,8,7,27,10,,3,León,Carracedelo,42.55861111,-6.725555556
12/24/2020,,2,1,67,14,,2,León,Lario,43.04166667,-5.091388889
12/24/2020,,5,22,31,10,,2,León,Leon 4,42.57527778,-5.566388889
12/24/2020,0.6,22,35,,16,,11,León,Leon1,43.60333333,-5.589166667
12/24/2020,,1,2,68,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
12/24/2020,,3,3,58,8,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/24/2020,,14,24,39,8,,2,Soria,Soria,41.76722222,-2.480555556
12/24/2020,,19,49,,6,,,Valladolid,Renault3,41.61277778,-4.740833333
12/24/2020,,10,15,35,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/24/2020,,8,14,46,9,,3,Zamora,Zamora 2,41.50888889,-5.748055556
12/24/2020,,2,4,52,5,,7,Avila,Avila II,40.66472222,-4.700833333
12/24/2020,,1,1,60,7,,3,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/24/2020,,4,15,48,9,,2,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/24/2020,,1,3,,3,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/24/2020,,1,1,67,3,,4,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/24/2020,,1,3,66,14,,8,León,La Robla,42.80166667,-5.625
12/24/2020,,4,10,31,16,,3,León,Ponferrada4,42.54277778,-6.585
12/24/2020,,1,1,,5,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/24/2020,,2,1,46,1,1,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/24/2020,,1,1,48,1,1,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/24/2020,,2,5,61,8,,2,Palencia,Guardo,42.79138889,-4.846388889
12/24/2020,,3,11,35,6,,2,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/24/2020,,6,4,42,4,,1,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/24/2020,,4,12,,3,,5,Salamanca,Salamanca5,40.97888889,-5.666388889
12/24/2020,,4,3,42,,,5,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/24/2020,0.9,22,32,,11,10,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/24/2020,,8,22,35,,,,Valladolid,Renault1,41.6,-4.7325
12/23/2020,,3,7,48,5,,3,Avila,Avila II,40.66472222,-4.700833333
12/23/2020,,5,22,40,8,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/23/2020,,,,,10,,3,León,Otero,42.56444444,-6.781944444
12/23/2020,,2,9,39,15,,2,León,Ponferrada4,42.54277778,-6.585
12/23/2020,,2,1,39,4,4,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/23/2020,,2,1,40,4,3,4,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/23/2020,,3,12,32,8,,3,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/23/2020,,3,3,49,2,,4,Palencia,Palencia 3,42.01777778,-4.540555556
12/23/2020,,1,1,74,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
12/23/2020,,5,17,,5,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
12/23/2020,,4,10,41,9,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/23/2020,0.2,3,11,43,7,,3,Segovia,Segovia 2,40.95583333,-4.110555556
12/23/2020,,10,25,26,12,8,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/23/2020,,7,12,31,,,,Valladolid,Renault1,41.6,-4.7325
12/23/2020,0.2,29,34,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
12/23/2020,,8,12,41,7,,2,Zamora,Zamora 2,41.50888889,-5.748055556
12/23/2020,0.4,5,7,33,7,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/23/2020,,1,1,58,8,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/23/2020,,4,17,31,11,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/23/2020,,1,5,,8,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/23/2020,,1,2,55,4,,5,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/23/2020,,3,5,40,9,,2,León,Carracedelo,42.55861111,-6.725555556
12/23/2020,,,,,11,,,León,Toral de los Vados,42.545,-6.725555556
12/23/2020,,1,2,,9,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/23/2020,,2,3,49,5,,10,León,Valderas,42.07972222,-5.448888889
12/23/2020,,4,9,46,9,,16,Palencia,Guardo,42.79138889,-4.846388889
12/23/2020,,6,8,35,6,,2,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/23/2020,,4,3,29,,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/23/2020,0.9,13,28,,8,8,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/23/2020,,20,27,,10,6,6,Valladolid,La rubia II,41.63,-4.740555556
12/23/2020,,4,24,26,,,,Valladolid,Michelin1,41.66638889,-4.715
12/23/2020,,5,15,29,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/23/2020,,8,16,24,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/23/2020,,7,15,31,7,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/23/2020,0.5,8,18,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
12/23/2020,,3,5,42,1,3,4,Burgos,Burgos4,42.33472222,-3.637222222
12/23/2020,,1,6,45,18,,6,León,La Robla,42.80166667,-5.625
12/23/2020,,2,2,62,10,,1,León,Lario,43.04166667,-5.091388889
12/23/2020,,2,10,40,7,,1,León,Leon 4,42.57527778,-5.566388889
12/23/2020,0.3,8,22,,12,,12,León,Leon1,43.60333333,-5.589166667
12/23/2020,,4,13,37,7,,,Palencia,Renault4,41.96138889,-4.494444444
12/23/2020,,30,26,20,7,,2,Soria,Soria,41.76722222,-2.480555556
12/23/2020,,6,7,34,,,9,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/23/2020,,9,40,,3,,,Valladolid,Renault3,41.61277778,-4.740833333
12/22/2020,,1,1,42,7,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/22/2020,,5,14,28,10,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/22/2020,,8,25,19,11,,6,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/22/2020,,2,4,,13,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/22/2020,,2,3,47,5,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/22/2020,,11,12,2,18,,3,León,Carracedelo,42.55861111,-6.725555556
12/22/2020,,2,1,55,12,,1,León,Lario,43.04166667,-5.091388889
12/22/2020,,2,11,22,6,,1,León,Leon 4,42.57527778,-5.566388889
12/22/2020,,10,16,8,22,,5,León,Ponferrada4,42.54277778,-6.585
12/22/2020,,,,,21,,,León,Toral de los Vados,42.545,-6.725555556
12/22/2020,,3,6,31,7,,6,León,Valderas,42.07972222,-5.448888889
12/22/2020,,17,15,20,7,,4,Palencia,Palencia 3,42.01777778,-4.540555556
12/22/2020,,21,29,,10,,7,Salamanca,Salamanca5,40.97888889,-5.666388889
12/22/2020,,5,6,24,7,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/22/2020,0.3,5,16,28,10,,4,Segovia,Segovia 2,40.95583333,-4.110555556
12/22/2020,,20,29,13,,,,Valladolid,Michelin1,41.66638889,-4.715
12/22/2020,,18,26,11,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/22/2020,,21,24,14,,,,Valladolid,Renault1,41.6,-4.7325
12/22/2020,0.3,65,24,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
12/22/2020,,23,24,9,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/22/2020,,5,8,32,5,,2,Avila,Avila II,40.66472222,-4.700833333
12/22/2020,0.6,9,13,18,11,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/22/2020,0.5,17,20,,9,,1,Burgos,Burgos1,42.35111111,-3.675555556
12/22/2020,,,,,16,,3,León,Otero,42.56444444,-6.781944444
12/22/2020,,2,6,,10,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/22/2020,,2,1,30,3,3,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/22/2020,,2,2,25,9,6,4,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/22/2020,,8,12,34,9,,14,Palencia,Guardo,42.79138889,-4.846388889
12/22/2020,,8,8,26,6,,2,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/22/2020,,40,30,16,11,,3,Soria,Soria,41.76722222,-2.480555556
12/22/2020,,21,32,,,,,Valladolid,Renault3,41.61277778,-4.740833333
12/22/2020,,24,29,14,10,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/22/2020,,5,9,30,4,3,7,Burgos,Burgos4,42.33472222,-3.637222222
12/22/2020,,1,9,28,20,,7,León,La Robla,42.80166667,-5.625
12/22/2020,0.4,17,33,,11,,17,León,Leon1,43.60333333,-5.589166667
12/22/2020,,7,15,20,9,,3,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/22/2020,,10,20,22,10,,,Palencia,Renault4,41.96138889,-4.494444444
12/22/2020,,1,1,56,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
12/22/2020,,3,3,20,,,1,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/22/2020,1,47,42,,14,14,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/22/2020,,37,33,,11,6,5,Valladolid,La rubia II,41.63,-4.740555556
12/22/2020,,4,8,15,8,,9,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/22/2020,,30,38,11,17,9,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/22/2020,,31,22,10,11,,5,Zamora,Zamora 2,41.50888889,-5.748055556
12/21/2020,,2,6,28,5,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/21/2020,,4,11,3,13,,1,León,Carracedelo,42.55861111,-6.725555556
12/21/2020,,6,21,11,13,,1,León,Leon 4,42.57527778,-5.566388889
12/21/2020,0.4,27,36,,17,,14,León,Leon1,43.60333333,-5.589166667
12/21/2020,,16,24,9,23,,6,León,Ponferrada4,42.54277778,-6.585
12/21/2020,,2,12,,15,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/21/2020,,2,3,44,6,,6,León,Valderas,42.07972222,-5.448888889
12/21/2020,,2,1,21,5,4,4,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/21/2020,,2,2,35,13,9,1,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/21/2020,,3,17,25,12,,2,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/21/2020,,6,10,31,8,,1,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/21/2020,,8,11,31,4,,4,Palencia,Palencia 3,42.01777778,-4.540555556
12/21/2020,0.5,9,26,28,9,,3,Segovia,Segovia 2,40.95583333,-4.110555556
12/21/2020,,19,19,43,6,,2,Soria,Soria,41.76722222,-2.480555556
12/21/2020,0.9,23,39,,12,10,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/21/2020,,16,28,,10,6,5,Valladolid,La rubia II,41.63,-4.740555556
12/21/2020,,4,14,27,,,,Valladolid,Renault1,41.6,-4.7325
12/21/2020,0.3,26,33,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
12/21/2020,,8,23,14,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/21/2020,,9,19,20,8,,2,Avila,Avila II,40.66472222,-4.700833333
12/21/2020,0.5,5,13,31,7,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/21/2020,0.5,9,14,,5,,1,Burgos,Burgos1,42.35111111,-3.675555556
12/21/2020,,2,2,47,5,3,6,Burgos,Burgos4,42.33472222,-3.637222222
12/21/2020,,3,12,44,7,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/21/2020,,2,15,14,31,,24,León,La Robla,42.80166667,-5.625
12/21/2020,,,,,9,,3,León,Otero,42.56444444,-6.781944444
12/21/2020,,9,25,,6,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
12/21/2020,,4,4,36,,,4,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/21/2020,,2,7,33,8,,9,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/21/2020,,5,32,16,,,,Valladolid,Michelin1,41.66638889,-4.715
12/21/2020,,6,25,19,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/21/2020,,14,37,15,14,8,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/21/2020,,1,14,50,6,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/21/2020,,8,18,16,9,,8,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/21/2020,,2,7,,16,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/21/2020,,2,3,40,14,,1,León,Lario,43.04166667,-5.091388889
12/21/2020,,,,,14,,,León,Toral de los Vados,42.545,-6.725555556
12/21/2020,,7,11,34,6,,7,Palencia,Guardo,42.79138889,-4.846388889
12/21/2020,,4,18,29,8,,,Palencia,Renault4,41.96138889,-4.494444444
12/21/2020,,1,1,55,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
12/21/2020,,6,17,35,9,2,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/21/2020,,3,15,,,,,Valladolid,Renault3,41.61277778,-4.740833333
12/21/2020,,7,23,22,9,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/21/2020,,11,14,38,7,,2,Zamora,Zamora 2,41.50888889,-5.748055556
12/20/2020,,4,16,33,12,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/20/2020,,7,18,21,13,,9,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/20/2020,,2,8,22,26,,25,León,La Robla,42.80166667,-5.625
12/20/2020,,2,10,21,8,,1,León,Leon 4,42.57527778,-5.566388889
12/20/2020,0.5,13,29,,17,,15,León,Leon1,43.60333333,-5.589166667
12/20/2020,,2,7,,17,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/20/2020,,5,7,43,8,,1,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/20/2020,,2,11,43,7,,,Palencia,Renault4,41.96138889,-4.494444444
12/20/2020,,1,1,63,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
12/20/2020,,5,12,38,10,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/20/2020,,4,3,43,,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/20/2020,,11,21,,11,7,8,Valladolid,La rubia II,41.63,-4.740555556
12/20/2020,,4,15,,,,,Valladolid,Renault3,41.61277778,-4.740833333
12/20/2020,,7,18,25,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/20/2020,,6,19,31,10,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/20/2020,0.4,5,6,48,6,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/20/2020,0.5,7,9,,6,,1,Burgos,Burgos1,42.35111111,-3.675555556
12/20/2020,,2,1,55,4,2,7,Burgos,Burgos4,42.33472222,-3.637222222
12/20/2020,,2,2,45,12,,1,León,Lario,43.04166667,-5.091388889
12/20/2020,,,,,17,,,León,Toral de los Vados,42.545,-6.725555556
12/20/2020,,2,2,30,3,2,8,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/20/2020,,2,1,35,4,4,16,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/20/2020,,2,5,44,8,,9,Palencia,Guardo,42.79138889,-4.846388889
12/20/2020,,5,18,,6,,3,Salamanca,Salamanca5,40.97888889,-5.666388889
12/20/2020,0.4,2,10,48,10,,2,Segovia,Segovia 2,40.95583333,-4.110555556
12/20/2020,,2,6,33,9,,9,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/20/2020,,4,21,28,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/20/2020,,3,12,32,,,,Valladolid,Renault1,41.6,-4.7325
12/20/2020,0.2,27,40,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
12/20/2020,,3,13,37,8,,3,Avila,Avila II,40.66472222,-4.700833333
12/20/2020,,1,13,40,8,,4,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/20/2020,,2,6,,10,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/20/2020,,2,4,33,8,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/20/2020,,1,8,10,12,,1,León,Carracedelo,42.55861111,-6.725555556
12/20/2020,,,,,10,,3,León,Otero,42.56444444,-6.781944444
12/20/2020,,2,10,23,16,,3,León,Ponferrada4,42.54277778,-6.585
12/20/2020,,2,4,42,8,,6,León,Valderas,42.07972222,-5.448888889
12/20/2020,,2,9,41,11,,2,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/20/2020,,4,8,42,3,,4,Palencia,Palencia 3,42.01777778,-4.540555556
12/20/2020,,11,13,50,4,,1,Soria,Soria,41.76722222,-2.480555556
12/20/2020,0.9,13,28,,12,8,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/20/2020,,5,23,29,,,,Valladolid,Michelin1,41.66638889,-4.715
12/20/2020,,8,27,29,14,8,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/20/2020,,6,10,41,9,,2,Zamora,Zamora 2,41.50888889,-5.748055556
12/19/2020,,2,5,56,6,,3,Avila,Avila II,40.66472222,-4.700833333
12/19/2020,0.4,6,13,33,5,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/19/2020,,2,3,53,4,3,3,Burgos,Burgos4,42.33472222,-3.637222222
12/19/2020,,4,16,19,14,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/19/2020,,6,17,37,8,,1,León,Leon 4,42.57527778,-5.566388889
12/19/2020,0.4,14,30,,15,,13,León,Leon1,43.60333333,-5.589166667
12/19/2020,,5,17,23,16,,4,León,Ponferrada4,42.54277778,-6.585
12/19/2020,,2,3,35,2,2,7,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/19/2020,,4,9,53,9,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/19/2020,,14,21,36,10,,2,Soria,Soria,41.76722222,-2.480555556
12/19/2020,0.8,15,36,,10,8,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/19/2020,,11,36,27,12,7,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/19/2020,,3,17,,,,,Valladolid,Renault3,41.61277778,-4.740833333
12/19/2020,,6,23,34,6,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/19/2020,,1,5,,6,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/19/2020,,1,11,5,11,,1,León,Carracedelo,42.55861111,-6.725555556
12/19/2020,,2,6,41,15,,9,León,La Robla,42.80166667,-5.625
12/19/2020,,2,1,42,4,3,9,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/19/2020,,3,9,45,6,,16,Palencia,Guardo,42.79138889,-4.846388889
12/19/2020,,2,12,44,6,,,Palencia,Renault4,41.96138889,-4.494444444
12/19/2020,,4,4,32,,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/19/2020,,15,28,,6,5,9,Valladolid,La rubia II,41.63,-4.740555556
12/19/2020,,1,6,44,7,,9,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/19/2020,,6,31,26,,,,Valladolid,Michelin1,41.66638889,-4.715
12/19/2020,,4,26,27,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/19/2020,,8,14,46,5,,2,Zamora,Zamora 2,41.50888889,-5.748055556
12/19/2020,0.5,8,16,,5,,1,Burgos,Burgos1,42.35111111,-3.675555556
12/19/2020,,1,15,54,5,,3,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/19/2020,,6,15,43,5,,9,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/19/2020,,1,4,44,5,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/19/2020,,2,2,50,11,,1,León,Lario,43.04166667,-5.091388889
12/19/2020,,,,,10,,4,León,Otero,42.56444444,-6.781944444
12/19/2020,,,,,15,,,León,Toral de los Vados,42.545,-6.725555556
12/19/2020,,1,4,,9,,2,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/19/2020,,2,3,54,7,,4,León,Valderas,42.07972222,-5.448888889
12/19/2020,,2,9,43,5,,4,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/19/2020,,5,6,46,5,,3,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/19/2020,,5,7,47,2,,4,Palencia,Palencia 3,42.01777778,-4.540555556
12/19/2020,,1,1,70,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
12/19/2020,,5,18,,2,,4,Salamanca,Salamanca5,40.97888889,-5.666388889
12/19/2020,0.2,3,16,45,7,,4,Segovia,Segovia 2,40.95583333,-4.110555556
12/19/2020,,4,25,27,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/19/2020,,4,16,35,,,,Valladolid,Renault1,41.6,-4.7325
12/19/2020,0.3,34,41,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
12/18/2020,,4,10,41,8,,1,Avila,Avila II,40.66472222,-4.700833333
12/18/2020,,2,12,10,12,,1,León,Carracedelo,42.55861111,-6.725555556
12/18/2020,,2,6,44,9,,5,León,Valderas,42.07972222,-5.448888889
12/18/2020,,7,11,43,3,,4,Palencia,Palencia 3,42.01777778,-4.540555556
12/18/2020,,1,1,73,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
12/18/2020,0.4,8,25,36,12,,5,Segovia,Segovia 2,40.95583333,-4.110555556
12/18/2020,,31,33,19,14,,3,Soria,Soria,41.76722222,-2.480555556
12/18/2020,0.8,18,33,,12,12,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/18/2020,,10,22,,9,8,8,Valladolid,La rubia II,41.63,-4.740555556
12/18/2020,,3,23,28,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/18/2020,,4,12,36,,,,Valladolid,Renault1,41.6,-4.7325
12/18/2020,,3,14,,5,,,Valladolid,Renault3,41.61277778,-4.740833333
12/18/2020,,3,15,32,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
12/18/2020,0.5,6,13,36,6,,5,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
12/18/2020,,3,6,48,4,4,2,Burgos,Burgos4,42.33472222,-3.637222222
12/18/2020,,1,14,51,8,,4,Burgos,Medina de Pomar,42.95166667,-3.475277778
12/18/2020,,4,13,,13,,2,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
12/18/2020,,1,5,,5,,5,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
12/18/2020,,5,11,41,8,,1,León,Leon 4,42.57527778,-5.566388889
12/18/2020,0.4,12,32,,13,,12,León,Leon1,43.60333333,-5.589166667
12/18/2020,,,,,11,,4,León,Otero,42.56444444,-6.781944444
12/18/2020,,3,15,16,14,,2,León,Ponferrada4,42.54277778,-6.585
12/18/2020,,2,12,,15,,3,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
12/18/2020,,2,9,44,13,,2,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
12/18/2020,,5,5,46,8,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/18/2020,,8,16,46,10,,,Palencia,Renault4,41.96138889,-4.494444444
12/18/2020,,2,6,32,11,,9,Valladolid,Medina del Campo,41.31638889,-4.909166667
12/18/2020,,3,29,26,,,,Valladolid,Michelin1,41.66638889,-4.715
12/18/2020,,7,18,35,8,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
12/18/2020,,12,19,27,10,,3,Zamora,Zamora 2,41.50888889,-5.748055556
12/18/2020,0.5,10,17,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
12/18/2020,,6,19,33,10,,9,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/18/2020,,2,6,37,10,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
12/18/2020,,2,11,29,18,,8,León,La Robla,42.80166667,-5.625
12/18/2020,,2,1,54,15,,1,León,Lario,43.04166667,-5.091388889
12/18/2020,,,,,16,,,León,Toral de los Vados,42.545,-6.725555556
12/18/2020,,1,2,25,5,4,6,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
12/18/2020,,2,1,47,8,6,67,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
12/18/2020,,5,9,38,9,,15,Palencia,Guardo,42.79138889,-4.846388889
12/18/2020,,16,23,,8,,15,Salamanca,Salamanca5,40.97888889,-5.666388889
12/18/2020,,5,8,38,11,5,,Salamanca,Salamanca6,40.96055556,-5.639444444
12/18/2020,,4,3,38,,,6,Soria,Muriel de la Fuente,41.72361111,-2.856944444
12/18/2020,,9,31,27,16,10,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
12/18/2020,0.3,39,42,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
12/17/2020,,6,21,37,8,,10,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
12/17/2020,,,,,11,,4,León,Otero,42.56444444,-6.781944444
12/17/2020,,,,,14,,,León,Toral de los Vados,42.545,-6.725555556
12/17/2020,,6,9,46,7,,10,Palencia,Guardo,42.79138889,-4.846388889
12/17/2020,,6,12,34,9,,,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
12/17/2020,,1,1,57,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
12/17/2020,0.9,17,41,,12,10,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
12/17/2020,,3,25,20,,,,Valladolid,Michelin2,41.68333333,-4.741111111
12/17/2020,,8,14,27,9,,2,Zamora,Zamora 2,41.50888889,-5.748055556
